 0, 1,G0,G1,0.285887016
 0, 2,G0,G2,0.117153553
 0, 3,G0,G3,0.289406451
 0, 4,G0,G4,0.086257910
 0, 5,G0,G5,0.027824077
 0, 6,G0,G6,0.152989394
 0, 7,G0,G7,0.183998282
 0, 8,G0,G8,0.080427659
 0, 9,G0,G9,0.135830911
 0,10,G0,G10,0.104849718
 0,11,G0,G11,0.133665799
 0,12,G0,G12,0.047267033
 0,13,G0,G13,0.040375634
 0,14,G0,G14,0.040375634
 0,15,G0,G15,0.037496363
 0,16,G0,G16,0.044150289
 0,17,G0,G17,0.130112145
 0,18,G0,G18,0.060589745
 0,19,G0,G19,0.027333184
 0,20,G0,G20,0.025149390
 0,21,G0,G21,0.155514543
 0,22,G0,G22,0.172783252
 0,23,G0,G23,0.196952520
 0,24,G0,G24,0.205483031
 0,25,G0,G25,0.105625406
 0,26,G0,G26,0.103190480
 0,27,G0,G27,0.142969041
 0,28,G0,G28,0.190941724
 0,29,G0,G29,0.091661381
 0,30,G0,G30,0.148650964
 0,31,G0,G31,0.012860225
 0,32,G0,G32,0.093150505
 0,33,G0,G33,0.045905119
 0,34,G0,G34,0.073611867
 0,35,G0,G35,0.082727867
 0,36,G0,G36,0.257191665
 0,37,G0,G37,0.045625834
 0,38,G0,G38,0.047668153
 0,39,G0,G39,0.066615181
 0,40,G0,G40,0.043133448
 0,41,G0,G41,0.070343403
 0,42,G0,G42,0.099834933
 0,43,G0,G43,0.138675253
 0,44,G0,G44,0.121296091
 0,45,G0,G45,0.175580403
 0,46,G0,G46,0.190225056
 0,47,G0,G47,0.232924167
 0,48,G0,G48,0.154697123
 0,49,G0,G49,0.270698283
 0,50,G0,G50,0.077066545
 0,51,G0,G51,0.122142850
 0,52,G0,G52,0.163623266
 0,53,G0,G53,0.214696068
 0,54,G0,G54,0.124677287
 0,55,G0,G55,0.092767698
 0,56,G0,G56,0.177525293
 0,57,G0,G57,0.137401501
 0,58,G0,G58,0.216624684
 0,59,G0,G59,0.210168034
 0,60,G0,G60,0.175570928
 0,61,G0,G61,0.242729663
 0,62,G0,G62,0.054844934
 0,63,G0,G63,0.139366955
 0,64,G0,G64,0.152139257
 0,65,G0,G65,0.154719645
 0,66,G0,G66,0.177005397
 0,67,G0,G67,0.246468522
 0,68,G0,G68,0.219627231
 0,69,G0,G69,0.169929093
 0,70,G0,G70,0.233036862
 0,71,G0,G71,0.157479185
 0,72,G0,G72,0.199308553
 0,73,G0,G73,0.263422958
 0,74,G0,G74,0.165991104
 0,75,G0,G75,0.167946287
 0,76,G0,G76,0.200437554
 0,77,G0,G77,0.089874700
 0,78,G0,G78,0.034841179
 0,79,G0,G79,0.031809813
 0,80,G0,G80,0.169224019
 0,81,G0,G81,0.063214465
 0,82,G0,G82,0.070305654
 0,83,G0,G83,0.058260087
 0,84,G0,G84,0.063717623
 0,85,G0,G85,0.114765151
 0,86,G0,G86,0.107608221
 0,87,G0,G87,0.051412131
 0,88,G0,G88,0.209522469
 0,89,G0,G89,0.084794335
 0,90,G0,G90,0.095542100
 0,91,G0,G91,0.093209092
 0,92,G0,G92,0.072946420
 0,93,G0,G93,0.124847961
 0,94,G0,G94,0.209428708
 0,95,G0,G95,0.112430888
 0,96,G0,G96,0.081854387
 0,97,G0,G97,0.133658291
 0,98,G0,G98,0.038989083
 0,99,G0,G99,0.113887905
 1, 0,G1,G0,0.285887016
 1, 2,G1,G2,0.120743641
 1, 3,G1,G3,0.201941916
 1, 4,G1,G4,0.108957112
 1, 5,G1,G5,0.042021530
 1, 6,G1,G6,0.142118053
 1, 7,G1,G7,0.224672397
 1, 8,G1,G8,0.060109505
 1, 9,G1,G9,0.130076648
 1,10,G1,G10,0.098765891
 1,11,G1,G11,0.181647692
 1,12,G1,G12,0.089672240
 1,13,G1,G13,0.055268259
 1,14,G1,G14,0.055268259
 1,15,G1,G15,0.084953656
 1,16,G1,G16,0.083640065
 1,17,G1,G17,0.117108043
 1,18,G1,G18,0.083171615
 1,19,G1,G19,0.062101831
 1,20,G1,G20,0.002895394
 1,21,G1,G21,0.117024613
 1,22,G1,G22,0.173556511
 1,23,G1,G23,0.196808402
 1,24,G1,G24,0.197481771
 1,25,G1,G25,0.073781467
 1,26,G1,G26,0.048711298
 1,27,G1,G27,0.111529844
 1,28,G1,G28,0.160846914
 1,29,G1,G29,0.069533743
 1,30,G1,G30,0.106003922
 1,31,G1,G31,0.015798277
 1,32,G1,G32,0.121155112
 1,33,G1,G33,0.018079968
 1,34,G1,G34,0.114616280
 1,35,G1,G35,0.103847619
 1,36,G1,G36,0.130086894
 1,37,G1,G37,0.041898752
 1,38,G1,G38,0.059885886
 1,39,G1,G39,0.064947036
 1,40,G1,G40,0.088926960
 1,41,G1,G41,0.087895693
 1,42,G1,G42,0.116660937
 1,43,G1,G43,0.133164083
 1,44,G1,G44,0.063263846
 1,45,G1,G45,0.149320825
 1,46,G1,G46,0.164651300
 1,47,G1,G47,0.174878536
 1,48,G1,G48,0.121271695
 1,49,G1,G49,0.234561849
 1,50,G1,G50,0.118138866
 1,51,G1,G51,0.189098895
 1,52,G1,G52,0.094998401
 1,53,G1,G53,0.160391490
 1,54,G1,G54,0.151189662
 1,55,G1,G55,0.141983381
 1,56,G1,G56,0.192429927
 1,57,G1,G57,0.140492012
 1,58,G1,G58,0.196997677
 1,59,G1,G59,0.175208211
 1,60,G1,G60,0.132322690
 1,61,G1,G61,0.154414011
 1,62,G1,G62,0.115720439
 1,63,G1,G63,0.095084338
 1,64,G1,G64,0.074855834
 1,65,G1,G65,0.069995161
